"ID_ADRESY"	"ULICE"	"CISLO_ORIENTACNI"	"CISLO_POPISNE"	"PSC"	"NAZEV"
58	3	919	07.05.19 12:30:26,000000000	80
58	3	919	07.05.19 20:00:45,000000000	80
58	3	919	11.05.19 15:49:16,000000000	60
58	3	919	23.05.19 15:59:18,000000000	40
58	3	919	23.05.19 18:37:12,000000000	40
58	3	919	25.05.19 13:33:06,000000000	120
58	3	919	07.06.19 13:24:54,000000000	120
58	3	919	09.06.19 10:06:03,000000000	140
58	3	919	16.06.19 12:23:04,000000000	140
58	3	919	22.06.19 17:16:19,000000000	40
58	3	919	30.06.19 11:50:29,000000000	40
58	3	919	09.07.19 17:05:27,000000000	160
58	3	919	18.07.19 14:28:23,000000000	40
58	3	919	21.07.19 11:51:19,000000000	100
58	3	919	22.07.19 12:43:07,000000000	100
58	3	919	25.08.19 11:09:33,000000000	80
58	3	919	31.08.19 12:53:59,000000000	140
58	3	919	31.08.19 16:55:25,000000000	20
58	3	919	03.09.19 20:34:20,000000000	100
58	3	919	07.09.19 13:56:38,000000000	160
58	3	919	13.09.19 15:20:11,000000000	40
58	3	919	27.09.19 12:01:21,000000000	80
58	3	919	03.10.19 20:56:02,000000000	20
58	3	919	13.10.19 20:24:18,000000000	120
58	3	919	14.10.19 11:08:43,000000000	20
58	3	919	29.10.19 14:35:45,000000000	160
58	3	919	08.11.19 18:58:05,000000000	60
58	3	919	20.11.19 15:17:32,000000000	20
58	3	919	23.11.19 21:35:09,000000000	160
58	3	919	12.12.19 11:26:57,000000000	160
58	3	919	14.12.19 16:41:05,000000000	60
58	3	919	19.12.19 12:30:26,000000000	80
58	3	919	19.12.19 20:00:45,000000000	80
58	3	919	23.12.19 15:49:16,000000000	60
58	3	919	04.01.20 15:59:18,000000000	40
58	3	919	04.01.20 18:37:12,000000000	40
58	3	919	06.01.20 13:33:06,000000000	120
58	3	919	19.01.20 14:24:54,000000000	120
58	3	919	21.01.20 11:06:03,000000000	140
58	3	919	28.01.20 13:23:04,000000000	140
58	3	919	04.02.20 18:16:19,000000000	40
58	3	919	12.02.20 12:50:29,000000000	40
58	3	919	21.02.20 18:05:27,000000000	160
58	3	919	29.02.20 15:28:23,000000000	40
58	3	919	02.03.20 12:51:19,000000000	100
58	3	919	03.03.20 13:43:07,000000000	100
58	3	919	06.04.20 12:09:33,000000000	80
58	3	919	12.04.20 13:53:59,000000000	140
58	3	919	12.04.20 17:55:25,000000000	20
58	3	919	15.04.20 21:34:20,000000000	100
58	3	919	19.04.20 14:56:38,000000000	160
58	3	919	25.04.20 16:20:11,000000000	40
58	3	919	09.05.20 13:01:21,000000000	80
58	3	919	14.05.20 21:56:02,000000000	20
58	3	919	24.05.20 21:24:18,000000000	120
58	3	919	25.05.20 12:08:43,000000000	20
58	3	919	09.06.20 13:35:45,000000000	160
58	3	919	19.06.20 17:58:05,000000000	60
58	3	919	01.07.20 14:17:32,000000000	20
58	3	919	04.07.20 20:35:09,000000000	160
58	3	919	23.07.20 10:26:57,000000000	160
58	3	919	25.07.20 15:41:05,000000000	60
58	3	919	30.07.20 11:30:26,000000000	80
58	3	919	30.07.20 19:00:45,000000000	80
58	3	919	03.08.20 14:49:16,000000000	60
58	3	919	15.08.20 14:59:18,000000000	40
58	3	919	15.08.20 17:37:12,000000000	40
58	3	919	17.08.20 12:33:06,000000000	120
58	3	919	30.08.20 13:24:54,000000000	120
58	3	919	01.09.20 10:06:03,000000000	140
58	3	919	08.09.20 12:23:04,000000000	140
58	3	919	14.09.20 17:16:19,000000000	40
58	3	919	22.09.20 11:50:29,000000000	40
58	3	919	03.10.20 17:05:27,000000000	160
58	3	919	12.10.20 14:28:23,000000000	40
58	3	919	15.10.20 11:51:19,000000000	100
58	3	919	16.10.20 12:43:07,000000000	100
58	3	919	19.11.20 12:09:33,000000000	80
58	3	919	25.11.20 13:53:59,000000000	140
58	3	919	25.11.20 17:55:25,000000000	20
58	3	919	28.11.20 21:34:20,000000000	100
58	3	919	02.12.20 14:56:38,000000000	160
58	3	919	08.12.20 16:20:11,000000000	40
58	3	919	22.12.20 13:01:21,000000000	80
58	3	919	27.12.20 21:56:02,000000000	20
58	3	919	06.01.21 21:24:18,000000000	120
58	3	919	07.01.21 12:08:43,000000000	20
58	3	919	22.01.21 14:35:45,000000000	160
58	3	919	02.02.21 18:58:05,000000000	60
58	3	919	14.02.21 15:17:32,000000000	20
58	3	919	17.02.21 21:35:09,000000000	160
58	3	919	05.03.21 11:26:57,000000000	160
58	3	919	07.03.21 16:41:05,000000000	60
58	3	919	12.03.21 12:30:26,000000000	80
58	3	919	12.03.21 20:00:45,000000000	80
58	3	919	16.03.21 15:49:16,000000000	60
58	3	919	28.03.21 15:59:18,000000000	40
58	3	919	28.03.21 18:37:12,000000000	40
58	3	919	30.03.21 13:33:06,000000000	120
58	3	919	12.04.21 14:24:54,000000000	120
58	3	919	14.04.21 11:06:03,000000000	140
58	3	919	21.04.21 13:23:04,000000000	140
59	1	291	17.05.17 20:23:14,000000000	13
59	1	291	24.05.17 13:03:46,000000000	3
59	1	291	27.05.17 18:20:34,000000000	10
59	1	291	15.06.17 15:32:38,000000000	11
59	1	291	17.06.17 15:53:32,000000000	12
59	1	291	17.06.17 17:49:39,000000000	12
59	1	291	22.06.17 18:41:27,000000000	11
59	1	291	28.06.17 18:31:25,000000000	13
59	1	291	22.07.17 10:39:23,000000000	7
59	1	291	02.08.17 17:48:49,000000000	6
59	1	291	15.08.17 16:46:09,000000000	3
59	1	291	31.08.17 17:38:47,000000000	8
59	1	291	14.09.17 16:35:18,000000000	14
59	1	291	21.09.17 14:09:05,000000000	8
59	1	291	30.09.17 20:05:00,000000000	15
59	1	291	03.10.17 19:33:15,000000000	10
59	1	291	08.10.17 18:09:42,000000000	7
59	1	291	11.10.17 20:15:51,000000000	4
59	1	291	26.10.17 18:10:32,000000000	13
59	1	291	12.11.17 13:55:34,000000000	2
59	1	291	15.11.17 11:07:39,000000000	3
59	1	291	17.11.17 11:29:22,000000000	10
59	1	291	08.12.17 15:40:00,000000000	6
59	1	291	26.12.17 16:11:45,000000000	11
59	1	291	28.12.17 16:43:30,000000000	15
59	1	291	03.01.18 14:58:14,000000000	5
59	1	291	07.01.18 14:38:10,000000000	9
59	1	291	24.01.18 17:57:01,000000000	7
59	1	291	29.01.18 16:32:38,000000000	11
59	1	291	01.02.18 16:53:32,000000000	12
59	1	291	05.02.18 19:41:27,000000000	11
59	1	291	11.02.18 19:31:25,000000000	13
59	1	291	04.03.18 11:39:23,000000000	7
59	1	291	15.03.18 18:48:49,000000000	6
59	1	291	28.03.18 17:46:09,000000000	3
59	1	291	13.04.18 18:38:47,000000000	8
59	1	291	27.04.18 17:35:18,000000000	14
59	1	291	04.05.18 15:09:05,000000000	8
59	1	291	11.05.18 21:05:00,000000000	15
59	1	291	14.05.18 20:33:15,000000000	10
59	1	291	19.05.18 19:09:42,000000000	7
59	1	291	22.05.18 21:15:51,000000000	4
59	1	291	06.06.18 18:10:32,000000000	13
59	1	291	23.06.18 12:55:34,000000000	2
59	1	291	26.06.18 10:07:39,000000000	3
59	1	291	28.06.18 10:29:22,000000000	10
59	1	291	19.07.18 14:40:00,000000000	6
59	1	291	06.08.18 15:11:45,000000000	11
59	1	291	08.08.18 15:43:30,000000000	15
59	1	291	14.08.18 13:58:14,000000000	5
59	1	291	18.08.18 13:38:10,000000000	9
59	1	291	04.09.18 16:57:01,000000000	7
59	1	291	09.09.18 15:32:38,000000000	11
59	1	291	11.09.18 15:53:32,000000000	12
59	1	291	15.09.18 18:41:27,000000000	11
59	1	291	21.09.18 18:31:25,000000000	13
59	1	291	17.10.18 10:39:23,000000000	7
59	1	291	28.10.18 18:48:49,000000000	6
59	1	291	10.11.18 17:46:09,000000000	3
59	1	291	26.11.18 18:38:47,000000000	8
59	1	291	10.12.18 17:35:18,000000000	14
59	1	291	17.12.18 15:09:05,000000000	8
59	1	291	24.12.18 21:05:00,000000000	15
59	1	291	27.12.18 20:33:15,000000000	10
59	1	291	01.01.19 19:09:42,000000000	7
59	1	291	04.01.19 21:15:51,000000000	4
59	1	291	19.01.19 19:10:32,000000000	13
59	1	291	06.02.19 13:55:34,000000000	2
59	1	291	09.02.19 11:07:39,000000000	3
59	1	291	11.02.19 11:29:22,000000000	10
59	1	291	01.03.19 15:40:00,000000000	6
59	1	291	19.03.19 16:11:45,000000000	11
59	1	291	21.03.19 16:43:30,000000000	15
59	1	291	27.03.19 14:58:14,000000000	5
59	1	291	31.03.19 14:38:10,000000000	9
59	1	291	17.04.19 17:57:01,000000000	7
59	1	291	22.04.19 16:32:38,000000000	11
59	1	291	24.04.19 16:53:32,000000000	12
59	1	291	28.04.19 19:41:27,000000000	11
59	1	291	04.05.19 19:31:25,000000000	13
59	1	291	28.05.19 11:39:23,000000000	7
59	1	291	08.06.19 17:48:49,000000000	6
59	1	291	21.06.19 16:46:09,000000000	3
59	1	291	07.07.19 17:38:47,000000000	8
59	1	291	21.07.19 16:35:18,000000000	14
59	1	291	28.07.19 14:09:05,000000000	8
59	1	291	04.08.19 20:05:00,000000000	15
59	1	291	07.08.19 19:33:15,000000000	10
59	1	291	12.08.19 18:09:42,000000000	7
59	1	291	15.08.19 20:15:51,000000000	4
59	1	291	30.08.19 18:10:32,000000000	13
59	1	291	16.09.19 12:55:34,000000000	2
59	1	291	19.09.19 10:07:39,000000000	3
59	1	291	21.09.19 10:29:22,000000000	10
59	1	291	13.10.19 14:40:00,000000000	6
59	1	291	31.10.19 16:11:45,000000000	11
59	1	291	02.11.19 16:43:30,000000000	15
59	1	291	08.11.19 14:58:14,000000000	5
59	1	291	12.11.19 14:38:10,000000000	9
59	1	291	29.11.19 17:57:01,000000000	7
59	1	291	04.12.19 16:32:38,000000000	11
59	1	291	06.12.19 16:53:32,000000000	12
59	1	291	10.12.19 19:41:27,000000000	11
59	1	291	16.12.19 19:31:25,000000000	13
59	1	291	09.01.20 11:39:23,000000000	7
59	1	291	20.01.20 18:48:49,000000000	6
59	1	291	03.02.20 17:46:09,000000000	3
59	1	291	19.02.20 18:38:47,000000000	8
59	1	291	02.03.20 17:35:18,000000000	14
59	1	291	09.03.20 15:09:05,000000000	8
59	1	291	16.03.20 21:05:00,000000000	15
59	1	291	19.03.20 20:33:15,000000000	10
59	1	291	24.03.20 19:09:42,000000000	7
59	1	291	27.03.20 21:15:51,000000000	4
59	1	291	11.04.20 19:10:32,000000000	13
59	1	291	28.04.20 13:55:34,000000000	2
59	1	291	01.05.20 11:07:39,000000000	3
59	1	291	03.05.20 11:29:22,000000000	10
59	1	291	24.05.20 15:40:00,000000000	6
59	1	291	11.06.20 15:11:45,000000000	11
59	1	291	13.06.20 15:43:30,000000000	15
59	1	291	19.06.20 13:58:14,000000000	5
59	1	291	23.06.20 13:38:10,000000000	9
59	1	291	10.07.20 16:57:01,000000000	7
59	1	291	15.07.20 15:32:38,000000000	11
59	1	291	17.07.20 15:53:32,000000000	12
59	1	291	21.07.20 18:41:27,000000000	11
59	1	291	27.07.20 18:31:25,000000000	13
59	1	291	20.08.20 10:39:23,000000000	7
59	1	291	31.08.20 17:48:49,000000000	6
59	1	291	13.09.20 16:46:09,000000000	3
59	1	291	01.10.20 17:38:47,000000000	8
59	1	291	15.10.20 16:35:18,000000000	14
59	1	291	22.10.20 14:09:05,000000000	8
59	1	291	29.10.20 20:05:00,000000000	15
59	1	291	01.11.20 20:33:15,000000000	10
59	1	291	06.11.20 19:09:42,000000000	7
59	1	291	09.11.20 21:15:51,000000000	4
59	1	291	24.11.20 19:10:32,000000000	13
59	1	291	11.12.20 13:55:34,000000000	2
59	1	291	14.12.20 11:07:39,000000000	3
59	1	291	16.12.20 11:29:22,000000000	10
59	1	291	06.01.21 15:40:00,000000000	6
59	1	291	24.01.21 16:11:45,000000000	11
59	1	291	26.01.21 16:43:30,000000000	15
59	1	291	02.02.21 14:58:14,000000000	5
59	1	291	06.02.21 14:38:10,000000000	9
59	1	291	23.02.21 17:57:01,000000000	7
59	1	291	28.02.21 16:32:38,000000000	11
59	1	291	28.02.21 16:53:32,000000000	12
59	1	291	03.03.21 19:41:27,000000000	11
59	1	291	09.03.21 19:31:25,000000000	13
59	1	291	02.04.21 11:39:23,000000000	7
59	1	291	13.04.21 18:48:49,000000000	6
59	1	402	15.05.17 13:54:45,000000000	10
59	1	402	21.05.17 17:55:22,000000000	9
59	1	402	24.05.17 21:56:48,000000000	14
59	1	402	06.06.17 10:16:51,000000000	9
59	1	402	10.06.17 15:41:51,000000000	4
59	1	402	11.06.17 17:48:00,000000000	14
59	1	402	13.06.17 16:45:20,000000000	12
59	1	402	20.06.17 15:42:40,000000000	9
59	1	402	26.06.17 11:10:18,000000000	6
59	1	402	27.06.17 16:23:37,000000000	5
59	1	402	08.07.17 13:57:24,000000000	13
59	1	402	13.07.17 20:35:06,000000000	8
59	1	402	14.07.17 14:08:16,000000000	2
59	1	402	20.07.17 17:27:06,000000000	14
59	1	402	22.07.17 15:20:57,000000000	3
59	1	402	05.08.17 15:21:47,000000000	8
59	1	402	11.08.17 14:50:02,000000000	4
59	1	402	05.09.17 11:31:12,000000000	7
59	1	402	05.09.17 19:01:31,000000000	6
59	1	402	19.09.17 10:27:42,000000000	13
59	1	402	01.10.17 11:52:05,000000000	8
59	1	402	10.10.17 16:44:30,000000000	6
59	1	402	29.10.17 17:02:44,000000000	4
59	1	402	30.10.17 20:53:19,000000000	6
59	1	402	03.11.17 20:22:24,000000000	7
59	1	402	10.11.17 17:34:28,000000000	9
59	1	402	25.11.17 14:46:33,000000000	10
59	1	402	26.11.17 20:43:17,000000000	8
59	1	402	10.12.17 13:43:53,000000000	7
59	1	402	11.12.17 12:30:22,000000000	15
59	1	402	03.01.18 12:09:29,000000000	14
59	1	402	07.01.18 15:29:09,000000000	3
59	1	402	28.01.18 11:59:27,000000000	3
59	1	402	03.02.18 16:42:40,000000000	9
59	1	402	09.02.18 12:10:18,000000000	6
59	1	402	10.02.18 17:23:37,000000000	5
59	1	402	21.02.18 14:57:24,000000000	13
59	1	402	26.02.18 21:35:06,000000000	8
59	1	402	27.02.18 15:08:16,000000000	2
59	1	402	02.03.18 18:27:06,000000000	14
59	1	402	04.03.18 16:20:57,000000000	3
59	1	402	18.03.18 16:21:47,000000000	8
59	1	402	24.03.18 15:50:02,000000000	4
59	1	402	18.04.18 12:31:12,000000000	7
59	1	402	18.04.18 20:01:31,000000000	6
59	1	402	02.05.18 11:27:42,000000000	13
59	1	402	12.05.18 12:52:05,000000000	8
59	1	402	21.05.18 17:44:30,000000000	6
59	1	402	09.06.18 16:02:44,000000000	4
59	1	402	10.06.18 19:53:19,000000000	6
59	1	402	14.06.18 19:22:24,000000000	7
59	1	402	21.06.18 16:34:28,000000000	9
59	1	402	06.07.18 13:46:33,000000000	10
59	1	402	07.07.18 19:43:17,000000000	8
59	1	402	21.07.18 12:43:53,000000000	7
59	1	402	22.07.18 11:30:22,000000000	15
59	1	402	14.08.18 11:09:29,000000000	14
59	1	402	18.08.18 14:29:09,000000000	3
59	1	402	08.09.18 10:59:27,000000000	3
59	1	402	13.09.18 15:42:40,000000000	9
59	1	402	19.09.18 11:10:18,000000000	6
59	1	402	20.09.18 16:23:37,000000000	5
59	1	402	03.10.18 13:57:24,000000000	13
59	1	402	08.10.18 20:35:06,000000000	8
59	1	402	09.10.18 14:08:16,000000000	2
59	1	402	15.10.18 17:27:06,000000000	14
59	1	402	17.10.18 15:20:57,000000000	3
59	1	402	31.10.18 16:21:47,000000000	8
59	1	402	06.11.18 15:50:02,000000000	4
59	1	402	01.12.18 12:31:12,000000000	7
59	1	402	01.12.18 20:01:31,000000000	6
59	1	402	15.12.18 11:27:42,000000000	13
59	1	402	25.12.18 12:52:05,000000000	8
59	1	402	03.01.19 17:44:30,000000000	6
59	1	402	22.01.19 17:02:44,000000000	4
59	1	402	23.01.19 20:53:19,000000000	6
59	1	402	27.01.19 20:22:24,000000000	7
59	1	402	04.02.19 17:34:28,000000000	9
59	1	402	19.02.19 14:46:33,000000000	10
59	1	402	20.02.19 20:43:17,000000000	8
59	1	402	03.03.19 13:43:53,000000000	7
59	1	402	04.03.19 12:30:22,000000000	15
59	1	402	27.03.19 12:09:29,000000000	14
59	1	402	31.03.19 15:29:09,000000000	3
59	1	402	21.04.19 11:59:27,000000000	3
59	1	402	26.04.19 16:42:40,000000000	9
59	1	402	02.05.19 12:10:18,000000000	6
59	1	402	03.05.19 17:23:37,000000000	5
59	1	402	14.05.19 14:57:24,000000000	13
59	1	402	19.05.19 21:35:06,000000000	8
59	1	402	20.05.19 15:08:16,000000000	2
59	1	402	26.05.19 18:27:06,000000000	14
59	1	402	28.05.19 16:20:57,000000000	3
59	1	402	11.06.19 15:21:47,000000000	8
59	1	402	17.06.19 14:50:02,000000000	4
59	1	402	12.07.19 11:31:12,000000000	7
59	1	402	12.07.19 19:01:31,000000000	6
59	1	402	26.07.19 10:27:42,000000000	13
59	1	402	05.08.19 11:52:05,000000000	8
59	1	402	14.08.19 16:44:30,000000000	6
59	1	402	02.09.19 16:02:44,000000000	4
59	1	402	03.09.19 19:53:19,000000000	6
59	1	402	07.09.19 19:22:24,000000000	7
59	1	402	14.09.19 16:34:28,000000000	9
59	1	402	30.09.19 13:46:33,000000000	10
59	1	402	01.10.19 19:43:17,000000000	8
59	1	402	15.10.19 12:43:53,000000000	7
59	1	402	16.10.19 11:30:22,000000000	15
59	1	402	08.11.19 12:09:29,000000000	14
59	1	402	12.11.19 15:29:09,000000000	3
59	1	402	03.12.19 11:59:27,000000000	3
59	1	402	08.12.19 16:42:40,000000000	9
59	1	402	14.12.19 12:10:18,000000000	6
59	1	402	15.12.19 17:23:37,000000000	5
59	1	402	26.12.19 14:57:24,000000000	13
59	1	402	31.12.19 21:35:06,000000000	8
59	1	402	01.01.20 15:08:16,000000000	2
59	1	402	07.01.20 18:27:06,000000000	14
59	1	402	09.01.20 16:20:57,000000000	3
59	1	402	23.01.20 16:21:47,000000000	8
59	1	402	29.01.20 15:50:02,000000000	4
59	1	402	24.02.20 12:31:12,000000000	7
59	1	402	24.02.20 20:01:31,000000000	6
59	1	402	07.03.20 11:27:42,000000000	13
59	1	402	17.03.20 12:52:05,000000000	8
59	1	402	26.03.20 17:44:30,000000000	6
59	1	402	14.04.20 17:02:44,000000000	4
59	1	402	15.04.20 20:53:19,000000000	6
59	1	402	19.04.20 20:22:24,000000000	7
59	1	402	26.04.20 17:34:28,000000000	9
59	1	402	11.05.20 14:46:33,000000000	10
59	1	402	12.05.20 20:43:17,000000000	8
59	1	402	26.05.20 13:43:53,000000000	7
59	1	402	27.05.20 12:30:22,000000000	15
59	1	402	19.06.20 11:09:29,000000000	14
59	1	402	23.06.20 14:29:09,000000000	3
59	1	402	14.07.20 10:59:27,000000000	3
59	1	402	19.07.20 15:42:40,000000000	9
59	1	402	25.07.20 11:10:18,000000000	6
59	1	402	26.07.20 16:23:37,000000000	5
59	1	402	06.08.20 13:57:24,000000000	13
59	1	402	11.08.20 20:35:06,000000000	8
59	1	402	12.08.20 14:08:16,000000000	2
59	1	402	18.08.20 17:27:06,000000000	14
59	1	402	20.08.20 15:20:57,000000000	3
59	1	402	03.09.20 15:21:47,000000000	8
59	1	402	09.09.20 14:50:02,000000000	4
59	1	402	06.10.20 11:31:12,000000000	7
59	1	402	06.10.20 19:01:31,000000000	6
59	1	402	20.10.20 10:27:42,000000000	13
59	1	402	30.10.20 11:52:05,000000000	8
59	1	402	08.11.20 17:44:30,000000000	6
59	1	402	27.11.20 17:02:44,000000000	4
59	1	402	28.11.20 20:53:19,000000000	6
59	1	402	02.12.20 20:22:24,000000000	7
59	1	402	09.12.20 17:34:28,000000000	9
59	1	402	24.12.20 14:46:33,000000000	10
59	1	402	25.12.20 20:43:17,000000000	8
59	1	402	08.01.21 13:43:53,000000000	7
59	1	402	09.01.21 12:30:22,000000000	15
59	1	402	02.02.21 12:09:29,000000000	14
59	1	402	06.02.21 15:29:09,000000000	3
59	1	402	27.02.21 11:59:27,000000000	3
59	1	402	01.03.21 16:42:40,000000000	9
59	1	402	07.03.21 12:10:18,000000000	6
59	1	402	08.03.21 17:23:37,000000000	5
59	1	402	19.03.21 14:57:24,000000000	13
59	1	402	24.03.21 21:35:06,000000000	8
59	1	402	25.03.21 15:08:16,000000000	2
59	1	402	31.03.21 18:27:06,000000000	14
59	1	402	02.04.21 16:20:57,000000000	3
59	1	402	16.04.21 16:21:47,000000000	8
59	1	402	22.04.21 15:50:02,000000000	4
59	1	600	17.05.17 16:51:03,000000000	10
59	1	600	25.05.17 13:24:50,000000000	3
59	1	600	04.06.17 12:11:19,000000000	11
59	1	600	06.06.17 19:42:28,000000000	3
59	1	600	27.06.17 12:32:12,000000000	12
59	1	600	14.07.17 20:34:16,000000000	2
59	1	600	30.07.17 10:06:00,000000000	6
59	1	600	30.07.17 19:20:45,000000000	10
59	1	600	15.08.17 17:04:34,000000000	15
59	1	600	12.09.17 10:05:10,000000000	15
59	1	600	15.09.17 17:46:21,000000000	3
59	1	600	22.09.17 11:18:41,000000000	6
59	1	600	26.09.17 10:47:46,000000000	8
59	1	600	26.09.17 12:53:55,000000000	5
59	1	600	01.10.17 17:05:24,000000000	7
59	1	600	19.10.17 19:52:30,000000000	14
59	1	600	22.10.17 13:55:45,000000000	2
59	1	600	23.10.17 16:54:32,000000000	4
59	1	600	26.10.17 16:43:41,000000000	15
59	1	600	02.11.17 17:32:49,000000000	11
59	1	600	03.11.17 17:33:39,000000000	3
59	1	600	13.11.17 16:30:59,000000000	14
59	1	600	15.11.17 16:20:08,000000000	11
59	1	600	17.11.17 18:36:19,000000000	6
59	1	600	02.12.17 20:41:38,000000000	11
59	1	600	08.12.17 19:49:50,000000000	12
59	1	600	30.12.17 15:06:37,000000000	5
59	1	600	07.01.18 14:35:42,000000000	7
59	1	600	24.01.18 12:19:31,000000000	12
59	1	600	10.02.18 13:32:12,000000000	12
59	1	600	27.02.18 21:34:16,000000000	2
59	1	600	12.03.18 11:06:00,000000000	6
59	1	600	12.03.18 20:20:45,000000000	10
59	1	600	28.03.18 18:04:34,000000000	15
59	1	600	25.04.18 11:05:10,000000000	15
59	1	600	28.04.18 18:46:21,000000000	3
59	1	600	05.05.18 12:18:41,000000000	6
59	1	600	09.05.18 11:47:46,000000000	8
59	1	600	09.05.18 13:53:55,000000000	5
59	1	600	12.05.18 18:05:24,000000000	7
59	1	600	30.05.18 20:52:30,000000000	14
59	1	600	02.06.18 13:55:45,000000000	2
59	1	600	03.06.18 16:54:32,000000000	4
59	1	600	06.06.18 16:43:41,000000000	15
59	1	600	13.06.18 16:32:49,000000000	11
59	1	600	14.06.18 16:33:39,000000000	3
59	1	600	24.06.18 15:30:59,000000000	14
59	1	600	26.06.18 15:20:08,000000000	11
59	1	600	28.06.18 17:36:19,000000000	6
59	1	600	13.07.18 19:41:38,000000000	11
59	1	600	19.07.18 18:49:50,000000000	12
59	1	600	10.08.18 14:06:37,000000000	5
59	1	600	18.08.18 13:35:42,000000000	7
59	1	600	04.09.18 11:19:31,000000000	12
59	1	600	20.09.18 12:32:12,000000000	12
59	1	600	09.10.18 20:34:16,000000000	2
59	1	600	25.10.18 10:06:00,000000000	6
59	1	600	25.10.18 19:20:45,000000000	10
59	1	600	10.11.18 18:04:34,000000000	15
59	1	600	08.12.18 11:05:10,000000000	15
59	1	600	11.12.18 18:46:21,000000000	3
59	1	600	18.12.18 12:18:41,000000000	6
59	1	600	22.12.18 11:47:46,000000000	8
59	1	600	22.12.18 13:53:55,000000000	5
59	1	600	25.12.18 18:05:24,000000000	7
59	1	600	12.01.19 20:52:30,000000000	14
59	1	600	15.01.19 14:55:45,000000000	2
59	1	600	16.01.19 17:54:32,000000000	4
59	1	600	19.01.19 17:43:41,000000000	15
59	1	600	26.01.19 17:32:49,000000000	11
59	1	600	27.01.19 17:33:39,000000000	3
59	1	600	07.02.19 16:30:59,000000000	14
59	1	600	09.02.19 16:20:08,000000000	11
59	1	600	11.02.19 18:36:19,000000000	6
59	1	600	26.02.19 20:41:38,000000000	11
59	1	600	01.03.19 19:49:50,000000000	12
59	1	600	23.03.19 15:06:37,000000000	5
59	1	600	31.03.19 14:35:42,000000000	7
59	1	600	17.04.19 12:19:31,000000000	12
59	1	600	03.05.19 13:32:12,000000000	12
59	1	600	20.05.19 21:34:16,000000000	2
59	1	600	05.06.19 10:06:00,000000000	6
59	1	600	05.06.19 19:20:45,000000000	10
59	1	600	21.06.19 17:04:34,000000000	15
59	1	600	19.07.19 10:05:10,000000000	15
59	1	600	22.07.19 17:46:21,000000000	3
59	1	600	29.07.19 11:18:41,000000000	6
59	1	600	02.08.19 10:47:46,000000000	8
59	1	600	02.08.19 12:53:55,000000000	5
59	1	600	05.08.19 17:05:24,000000000	7
59	1	600	23.08.19 19:52:30,000000000	14
59	1	600	26.08.19 13:55:45,000000000	2
59	1	600	27.08.19 16:54:32,000000000	4
59	1	600	30.08.19 16:43:41,000000000	15
59	1	600	06.09.19 16:32:49,000000000	11
59	1	600	07.09.19 16:33:39,000000000	3
59	1	600	17.09.19 15:30:59,000000000	14
59	1	600	19.09.19 15:20:08,000000000	11
59	1	600	21.09.19 17:36:19,000000000	6
59	1	600	07.10.19 19:41:38,000000000	11
59	1	600	13.10.19 18:49:50,000000000	12
59	1	600	04.11.19 15:06:37,000000000	5
59	1	600	12.11.19 14:35:42,000000000	7
59	1	600	29.11.19 12:19:31,000000000	12
59	1	600	15.12.19 13:32:12,000000000	12
59	1	600	01.01.20 21:34:16,000000000	2
59	1	600	17.01.20 11:06:00,000000000	6
59	1	600	17.01.20 20:20:45,000000000	10
59	1	600	03.02.20 18:04:34,000000000	15
59	1	600	29.02.20 11:05:10,000000000	15
59	1	600	03.03.20 18:46:21,000000000	3
59	1	600	10.03.20 12:18:41,000000000	6
59	1	600	14.03.20 11:47:46,000000000	8
59	1	600	14.03.20 13:53:55,000000000	5
59	1	600	17.03.20 18:05:24,000000000	7
59	1	600	04.04.20 20:52:30,000000000	14
59	1	600	07.04.20 14:55:45,000000000	2
59	1	600	08.04.20 17:54:32,000000000	4
59	1	600	11.04.20 17:43:41,000000000	15
59	1	600	18.04.20 17:32:49,000000000	11
59	1	600	19.04.20 17:33:39,000000000	3
59	1	600	29.04.20 16:30:59,000000000	14
59	1	600	01.05.20 16:20:08,000000000	11
59	1	600	03.05.20 18:36:19,000000000	6
59	1	600	18.05.20 20:41:38,000000000	11
59	1	600	24.05.20 19:49:50,000000000	12
59	1	600	15.06.20 14:06:37,000000000	5
59	1	600	23.06.20 13:35:42,000000000	7
59	1	600	10.07.20 11:19:31,000000000	12
59	1	600	26.07.20 12:32:12,000000000	12
59	1	600	12.08.20 20:34:16,000000000	2
59	1	600	28.08.20 10:06:00,000000000	6
59	1	600	28.08.20 19:20:45,000000000	10
59	1	600	13.09.20 17:04:34,000000000	15
59	1	600	13.10.20 10:05:10,000000000	15
59	1	600	16.10.20 17:46:21,000000000	3
59	1	600	23.10.20 11:18:41,000000000	6
59	1	600	27.10.20 10:47:46,000000000	8
59	1	600	27.10.20 12:53:55,000000000	5
59	1	600	30.10.20 17:05:24,000000000	7
59	1	600	17.11.20 20:52:30,000000000	14
59	1	600	20.11.20 14:55:45,000000000	2
59	1	600	21.11.20 17:54:32,000000000	4
59	1	600	24.11.20 17:43:41,000000000	15
59	1	600	01.12.20 17:32:49,000000000	11
59	1	600	02.12.20 17:33:39,000000000	3
59	1	600	12.12.20 16:30:59,000000000	14
59	1	600	14.12.20 16:20:08,000000000	11
59	1	600	16.12.20 18:36:19,000000000	6
59	1	600	31.12.20 20:41:38,000000000	11
59	1	600	06.01.21 19:49:50,000000000	12
